"bizNo","bizName","mainClassCode","mainClassCodeName","subClassCode","subClassCodeName","detailClassCode","detailClassCodeName","standardClassCode","standardClassCodeName"
"MA010120220805431369","행운쉼터","I1","숙박","I101","일반 숙박","I10103","펜션","I55104","민박업"
